Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
2008,3,Michoac n,Mujeres,87698,642125,13.657465450000000000000
2008,3,Morelos,Hombres,49884,440140,11.333666560000000000000
2008,3,Morelos,Mujeres,31956,296410,10.781012790000000000000
2008,3,Nayarit,Hombres,27224,274865,9.9044985720000000000000
2008,3,Nayarit,Mujeres,16719,169661,9.8543566290000000000000
2008,3,Nuevo Le n,Hombres,314299,1297264,24.227836430000000000000
2008,3,Nuevo Le n,Mujeres,140125,712875,19.656321230000000000000
2008,3,Oaxaca,Hombres,59852,905149,6.6123919930000000000000
2008,3,Oaxaca,Mujeres,103454,590914,17.507454550000000000000
2008,3,Puebla,Hombres,223270,1384091,16.131164790000000000000
2008,3,Puebla,Mujeres,158698,861319,18.424997010000000000000
2008,3,Quer taro,Hombres,94720,428841,22.087440330000000000000
2008,3,Quer taro,Mujeres,58408,279087,20.928241010000000000000
2008,3,Quintana Roo,Hombres,25821,387728,6.6595654690000000000000
2008,3,Quintana Roo,Mujeres,16898,238870,7.0741407460000000000000
2008,3,San Luis Potos ,Hombres,104380,620080,16.833311830000000000000
2008,3,San Luis Potos ,Mujeres,55352,362395,15.273941420000000000000
2008,3,Sinaloa,Hombres,67059,733247,9.1454857640000000000000
2008,3,Sinaloa,Mujeres,42285,406658,10.398172420000000000000
2008,3,Sonora,Hombres,102437,662022,15.473352850000000000000
2008,3,Sonora,Mujeres,83986,399981,20.997497380000000000000
2008,3,Tabasco,Hombres,44366,588061,7.5444554220000000000000
2008,3,Tabasco,Mujeres,24367,260738,9.3453965280000000000000
2008,3,Tamaulipas,Hombres,141709,837252,16.925489580000000000000
2008,3,Tamaulipas,Mujeres,92434,512637,18.031082420000000000000
2008,3,Tlaxcala,Hombres,60544,279506,21.661073470000000000000
2008,3,Tlaxcala,Mujeres,44169,173407,25.471290090000000000000
2008,3,Veracruz,Hombres,166414,1901067,8.7537156770000000000000
2008,3,Veracruz,Mujeres,87645,1022889,8.5683783870000000000000
2008,3,Yucat n,Hombres,90753,533265,17.018367980000000000000
2008,3,Yucat n,Mujeres,83440,330605,25.238577760000000000000
2008,3,Zacatecas,Hombres,26880,357465,7.5196173050000000000000
2008,3,Zacatecas,Mujeres,14344,190886,7.5144326980000000000000
2008,4,Nacional,Hombres,4333662,28080854,15.432799870000000000000
2008,4,Nacional,Mujeres,2664257,16717832,15.936617860000000000000
2008,4,Aguascalientes,Hombres,58420,275199,21.228274810000000000000
2008,4,Aguascalientes,Mujeres,31093,170052,18.284407120000000000000
2008,4,Baja California,Hombres,153311,805518,19.032597660000000000000
2008,4,Baja California,Mujeres,114512,508404,22.523819640000000000000
2008,4,Baja California Sur,Hombres,11945,177434,6.7320806610000000000000
2008,4,Baja California Sur,Mujeres,6431,107623,5.9754885110000000000000
2008,4,Campeche,Hombres,17932,224287,7.9951134040000000000000
2008,4,Campeche,Mujeres,15160,118786,12.762446750000000000000
2008,4,Coahuila,Hombres,162606,694961,23.397859740000000000000
2008,4,Coahuila,Mujeres,61959,398898,15.532542150000000000000
2008,4,Colima,Hombres,15803,177122,8.9220988920000000000000
2008,4,Colima,Mujeres,10599,119888,8.8407513680000000000000
2008,4,Chiapas,Hombres,58936,1197494,4.9216112980000000000000
2008,4,Chiapas,Mujeres,40530,461873,8.7751394860000000000000
2008,4,Chihuahua,Hombres,147842,898055,16.462466110000000000000
2008,4,Chihuahua,Mujeres,105673,487073,21.695515870000000000000
2008,4,Ciudad de M xico,Hombres,326095,2250813,14.487876160000000000000
2008,4,Ciudad de M xico,Mujeres,173414,1668417,10.39392430000000000000
2008,4,Durango,Hombres,52610,397543,13.233788550000000000000
2008,4,Durango,Mujeres,26238,204212,12.848412430000000000000
2008,4,Guanajuato,Hombres,310642,1260597,24.642451160000000000000
2008,4,Guanajuato,Mujeres,188518,771798,24.425821260000000000000
2008,4,Guerrero,Hombres,60229,784642,7.6759847170000000000000
2008,4,Guerrero,Mujeres,78465,548264,14.311536050000000000000
2008,4,Hidalgo,Hombres,77487,635595,12.191253860000000000000
2008,4,Hidalgo,Mujeres,72474,344698,21.025361330000000000000
2008,4,Jalisco,Hombres,375169,1860516,20.164782240000000000000
2008,4,Jalisco,Mujeres,209783,1176821,17.826245450000000000000
2008,4,M xico,Hombres,712081,3786802,18.804283930000000000000
2008,4,M xico,Mujeres,384454,2182153,17.618104690000000000000
2008,4,Michoac n,Hombres,156641,1046129,14.973392380000000000000
2008,4,Michoac n,Mujeres,81171,630313,12.877887650000000000000
2008,4,Morelos,Hombres,52795,438834,12.030745110000000000000
2008,4,Morelos,Mujeres,30852,296019,10.422303970000000000000
2008,4,Nayarit,Hombres,25305,285537,8.8622490260000000000000
2008,4,Nayarit,Mujeres,17156,172621,9.9385358680000000000000
2008,4,Nuevo Le n,Hombres,313090,1291898,24.234885420000000000000
2008,4,Nuevo Le n,Mujeres,132877,721159,18.425478990000000000000
2008,4,Oaxaca,Hombres,68684,908393,7.5610446140000000000000
2008,4,Oaxaca,Mujeres,111049,578803,19.185975190000000000000
2008,4,Puebla,Hombres,232682,1399346,16.627910470000000000000
2008,4,Puebla,Mujeres,191170,884206,21.620527340000000000000
2008,4,Quer taro,Hombres,94323,424376,22.226280470000000000000
2008,4,Quer taro,Mujeres,52329,274790,19.043269410000000000000
2008,4,Quintana Roo,Hombres,25567,386433,6.6161533820000000000000
2008,4,Quintana Roo,Mujeres,13815,240333,5.7482742690000000000000
2008,4,San Luis Potos ,Hombres,97011,625019,15.521288150000000000000
2008,4,San Luis Potos ,Mujeres,58386,372118,15.69018430000000000000
2008,4,Sinaloa,Hombres,74534,739381,10.080594440000000000000
2008,4,Sinaloa,Mujeres,42706,434666,9.8250150690000000000000
2008,4,Sonora,Hombres,109341,654293,16.711320460000000000000
2008,4,Sonora,Mujeres,78169,387022,20.197559830000000000000
2008,4,Tabasco,Hombres,42776,557968,7.666389470000000000000
2008,4,Tabasco,Mujeres,20700,260571,7.9440920130000000000000
2008,4,Tamaulipas,Hombres,139875,819353,17.071396580000000000000
2008,4,Tamaulipas,Mujeres,83989,516863,16.249760570000000000000
2008,4,Tlaxcala,Hombres,59378,272947,21.754406530000000000000
2008,4,Tlaxcala,Mujeres,41952,166033,25.267266150000000000000
2008,4,Veracruz,Hombres,186621,1899191,9.8263418480000000000000
2008,4,Veracruz,Mujeres,87588,977107,8.9640131530000000000000
2008,4,Yucat n,Hombres,84859,539084,15.741331590000000000000
2008,4,Yucat n,Mujeres,84439,337151,25.04486120000000000000
2008,4,Zacatecas,Hombres,29072,366094,7.9411298740000000000000
2008,4,Zacatecas,Mujeres,16606,199097,8.3406580710000000000000
2009,1,Nacional,Hombres,4314606,28010008,15.403801380000000000000
2009,1,Nacional,Mujeres,2583150,16617376,15.544873030000000000000
2009,1,Aguascalientes,Hombres,57091,263885,21.634803040000000000000
2009,1,Aguascalientes,Mujeres,26764,160729,16.651631010000000000000
2009,1,Baja California,Hombres,147019,802008,18.331363280000000000000
2009,1,Baja California,Mujeres,107988,501313,21.541033250000000000000
2009,1,Baja California Sur,Hombres,11509,175900,6.5429221150000000000000
2009,1,Baja California Sur,Mujeres,6742,106731,6.3168151710000000000000
2009,1,Campeche,Hombres,15760,222965,7.068373960000000000000
2009,1,Campeche,Mujeres,13017,118543,10.980825520000000000000
2009,1,Coahuila,Hombres,155284,684906,22.672308320000000000000
2009,1,Coahuila,Mujeres,56989,390679,14.587167470000000000000
2009,1,Colima,Hombres,16428,175762,9.3467302370000000000000
2009,1,Colima,Mujeres,10226,121277,8.4319368060000000000000
2009,1,Chiapas,Hombres,68877,1208978,5.6971260020000000000000
2009,1,Chiapas,Mujeres,51009,511975,9.9631817960000000000000
2009,1,Chihuahua,Hombres,150915,885441,17.044049240000000000000
2009,1,Chihuahua,Mujeres,102021,454803,22.431910080000000000000
2009,1,Ciudad de M xico,Hombres,296876,2243497,13.232734430000000000000
2009,1,Ciudad de M xico,Mujeres,162151,1717805,9.439429970000000000000
2009,1,Durango,Hombres,55890,390572,14.309781550000000000000
2009,1,Durango,Mujeres,22740,200571,11.337631060000000000000
2009,1,Guanajuato,Hombres,309700,1225642,25.268389950000000000000
2009,1,Guanajuato,Mujeres,179841,778594,23.09817440000000000000
2009,1,Guerrero,Hombres,65297,764636,8.5396188510000000000000
2009,1,Guerrero,Mujeres,81616,493859,16.526174470000000000000
2009,1,Hidalgo,Hombres,75831,641192,11.826566770000000000000
2009,1,Hidalgo,Mujeres,62999,353491,17.821953030000000000000
2009,1,Jalisco,Hombres,379831,1845720,20.579015240000000000000
2009,1,Jalisco,Mujeres,208880,1171242,17.834059910000000000000
2009,1,M xico,Hombres,710105,3782750,18.772189540000000000000
2009,1,M xico,Mujeres,347885,2135968,16.286994940000000000000
2009,1,Michoac n,Hombres,160547,1051839,15.263457620000000000000
2009,1,Michoac n,Mujeres,84481,634558,13.313361430000000000000
2009,1,Morelos,Hombres,49043,431275,11.371630630000000000000
2009,1,Morelos,Mujeres,27086,299257,9.0510831830000000000000
2009,1,Nayarit,Hombres,27046,289574,9.3399269270000000000000
2009,1,Nayarit,Mujeres,14290,180597,7.9126452820000000000000
2009,1,Nuevo Le n,Hombres,305847,1272731,24.030765340000000000000
2009,1,Nuevo Le n,Mujeres,118346,726431,16.291430290000000000000
2009,1,Oaxaca,Hombres,65717,920810,7.1368686270000000000000
2009,1,Oaxaca,Mujeres,129621,580643,22.323699760000000000000
2009,1,Puebla,Hombres,235273,1388889,16.939654640000000000000
2009,1,Puebla,Mujeres,182053,844152,21.566376670000000000000
2009,1,Quer taro,Hombres,92680,414386,22.365620460000000000000
2009,1,Quer taro,Mujeres,48877,270504,18.068864050000000000000
2009,1,Quintana Roo,Hombres,24698,385113,6.4131826240000000000000
2009,1,Quintana Roo,Mujeres,13134,228776,5.7409868170000000000000
2009,1,San Luis Potos ,Hombres,100258,633258,15.832093710000000000000
2009,1,San Luis Potos ,Mujeres,51810,366933,14.119743930000000000000
2009,1,Sinaloa,Hombres,77481,768282,10.08496880000000000000
2009,1,Sinaloa,Mujeres,40665,427154,9.5199857660000000000000
2009,1,Sonora,Hombres,113544,664877,17.07744440000000000000
2009,1,Sonora,Mujeres,84529,391767,21.576345120000000000000
2009,1,Tabasco,Hombres,41853,568431,7.3628989270000000000000
2009,1,Tabasco,Mujeres,20684,270384,7.6498609390000000000000
2009,1,Tamaulipas,Hombres,143164,833114,17.184202880000000000000
2009,1,Tamaulipas,Mujeres,76789,499959,15.359059440000000000000
2009,1,Tlaxcala,Hombres,55387,265874,20.832048260000000000000
2009,1,Tlaxcala,Mujeres,42553,164671,25.84122280000000000000
2009,1,Veracruz,Hombres,192930,1941102,9.9391994860000000000000
2009,1,Veracruz,Mujeres,114460,1003250,11.408921010000000000000
2009,1,Yucat n,Hombres,85081,530567,16.035863520000000000000
2009,1,Yucat n,Mujeres,77892,335084,23.245514560000000000000
2009,1,Zacatecas,Hombres,27644,336032,8.2265974670000000000000
2009,1,Zacatecas,Mujeres,15012,175676,8.5452765320000000000000
2009,2,Nacional,Hombres,4203672,28195274,14.90913690000000000000
2009,2,Nacional,Mujeres,2507990,16831830,14.900281190000000000000
2009,2,Aguascalientes,Hombres,54838,269097,20.378525220000000000000
2009,2,Aguascalientes,Mujeres,27898,165083,16.899377890000000000000
2009,2,Baja California,Hombres,146523,807025,18.155943120000000000000
2009,2,Baja California,Mujeres,105587,512552,20.600251290000000000000
2009,2,Baja California Sur,Hombres,10224,175881,5.8130213040000000000000
2009,2,Baja California Sur,Mujeres,4457,103881,4.2904862290000000000000
2009,2,Campeche,Hombres,17086,226847,7.5319488470000000000000
2009,2,Campeche,Mujeres,14086,120151,11.723581160000000000000
2009,2,Coahuila,Hombres,162100,683583,23.713287190000000000000
2009,2,Coahuila,Mujeres,54910,385016,14.261744970000000000000
2009,2,Colima,Hombres,16562,176423,9.3876648740000000000000
2009,2,Colima,Mujeres,10093,119042,8.4785201860000000000000
2009,2,Chiapas,Hombres,81802,1227286,6.6652760640000000000000
2009,2,Chiapas,Mujeres,58728,522042,11.249669570000000000000
2009,2,Chihuahua,Hombres,171108,875332,19.547783010000000000000
2009,2,Chihuahua,Mujeres,86269,465266,18.541866370000000000000
2009,2,Ciudad de M xico,Hombres,285090,2234394,12.759164230000000000000
2009,2,Ciudad de M xico,Mujeres,156554,1710841,9.1507042440000000000000
2009,2,Durango,Hombres,52475,396095,13.248084420000000000000
2009,2,Durango,Mujeres,23398,197352,11.855973080000000000000
2009,2,Guanajuato,Hombres,299124,1226168,24.39502580000000000000
2009,2,Guanajuato,Mujeres,172397,801089,21.520330450000000000000
2009,2,Guerrero,Hombres,60589,829089,7.3079005990000000000000
2009,2,Guerrero,Mujeres,74914,530530,14.120596380000000000000
2009,2,Hidalgo,Hombres,82737,640641,12.914721350000000000000
2009,2,Hidalgo,Mujeres,55594,348931,15.93266290000000000000
2009,2,Jalisco,Hombres,380616,1875815,20.290700310000000000000
2009,2,Jalisco,Mujeres,193917,1162551,16.680300480000000000000
2009,2,M xico,Hombres,684460,3876234,17.65786070000000000000
2009,2,M xico,Mujeres,344688,2186908,15.761431210000000000000
2009,2,Michoac n,Hombres,137900,1028083,13.413313910000000000000
2009,2,Michoac n,Mujeres,69459,642350,10.81326380000000000000
2009,2,Morelos,Hombres,50061,441738,11.332735690000000000000
2009,2,Morelos,Mujeres,36011,311747,11.551354140000000000000
2009,2,Nayarit,Hombres,28092,283263,9.917285350000000000000
2009,2,Nayarit,Mujeres,17831,187067,9.5318789520000000000000
2009,2,Nuevo Le n,Hombres,287952,1272357,22.631384120000000000000
2009,2,Nuevo Le n,Mujeres,112693,730081,15.435684530000000000000
2009,2,Oaxaca,Hombres,63301,928409,6.8182234340000000000000
2009,2,Oaxaca,Mujeres,116992,598096,19.560739410000000000000
2009,2,Puebla,Hombres,228439,1382630,16.522063020000000000000
2009,2,Puebla,Mujeres,173701,833000,20.852460980000000000000
2009,2,Quer taro,Hombres,82303,401723,20.487500090000000000000
2009,2,Quer taro,Mujeres,44327,261660,16.940686390000000000000
2009,2,Quintana Roo,Hombres,19924,377661,5.2756307910000000000000
2009,2,Quintana Roo,Mujeres,14514,237507,6.1109777820000000000000
2009,2,San Luis Potos ,Hombres,91610,638485,14.348026970000000000000
2009,2,San Luis Potos ,Mujeres,52409,366174,14.312594560000000000000
2009,2,Sinaloa,Hombres,73825,739015,9.9896483830000000000000
2009,2,Sinaloa,Mujeres,49969,413884,12.073189590000000000000
2009,2,Sonora,Hombres,111079,669008,16.603538370000000000000
2009,2,Sonora,Mujeres,84899,395670,21.457022270000000000000
2009,2,Tabasco,Hombres,36169,556598,6.4982267270000000000000
2009,2,Tabasco,Mujeres,22400,279283,8.0205383070000000000000
2009,2,Tamaulipas,Hombres,129352,828669,15.609610110000000000000
2009,2,Tamaulipas,Mujeres,78015,519914,15.005366270000000000000
2009,2,Tlaxcala,Hombres,55901,283451,19.721574450000000000000
2009,2,Tlaxcala,Mujeres,41488,182867,22.6875270000000000000
2009,2,Veracruz,Hombres,185357,1947476,9.5178066380000000000000
2009,2,Veracruz,Mujeres,115711,1003343,11.53254670000000000000
2009,2,Yucat n,Hombres,81465,547053,14.891610140000000000000
2009,2,Yucat n,Mujeres,74898,337665,22.181155880000000000000
2009,2,Zacatecas,Hombres,35608,349745,10.181131970000000000000
2009,2,Zacatecas,Mujeres,19183,200287,9.577755920000000000000
2009,3,Nacional,Hombres,4177287,28352109,14.733602360000000000000
2009,3,Nacional,Mujeres,2605551,17391106,14.982089120000000000000
2009,3,Aguascalientes,Hombres,52381,272684,19.209414560000000000000
2009,3,Aguascalientes,Mujeres,26573,170920,15.547039550000000000000
2009,3,Baja California,Hombres,146254,792400,18.457092380000000000000
2009,3,Baja California,Mujeres,107677,505503,21.300961620000000000000
2009,3,Baja California Sur,Hombres,10951,173848,6.2991808940000000000000
2009,3,Baja California Sur,Mujeres,5696,98332,5.7926209170000000000000
2009,3,Campeche,Hombres,14812,231328,6.4030294650000000000000
2009,3,Campeche,Mujeres,15647,122655,12.756919820000000000000
2009,3,Coahuila,Hombres,152229,682112,22.317302730000000000000
2009,3,Coahuila,Mujeres,56994,394694,14.440047230000000000000
2009,3,Colima,Hombres,17442,178322,9.7811823560000000000000
2009,3,Colima,Mujeres,11193,122296,9.1523843790000000000000
2009,3,Chiapas,Hombres,83184,1248565,6.6623683990000000000000
2009,3,Chiapas,Mujeres,60909,538458,11.311745760000000000000
2009,3,Chihuahua,Hombres,156160,887772,17.590101960000000000000
2009,3,Chihuahua,Mujeres,84623,467447,18.103228820000000000000
2009,3,Ciudad de M xico,Hombres,296265,2244723,13.198287720000000000000
2009,3,Ciudad de M xico,Mujeres,165226,1726878,9.5679023070000000000000
2009,3,Durango,Hombres,51453,394273,13.050094730000000000000
2009,3,Durango,Mujeres,23967,193795,12.367192140000000000000
2009,3,Guanajuato,Hombres,300327,1251958,23.988584280000000000000
2009,3,Guanajuato,Mujeres,181866,850510,21.38317010000000000000
2009,3,Guerrero,Hombres,56764,857149,6.6224192060000000000000
2009,3,Guerrero,Mujeres,85197,600062,14.198032870000000000000
2009,3,Hidalgo,Hombres,86334,647314,13.337267540000000000000
2009,3,Hidalgo,Mujeres,73971,368422,20.077791230000000000000
2009,3,Jalisco,Hombres,364345,1887046,19.307690430000000000000
2009,3,Jalisco,Mujeres,186630,1217839,15.324685780000000000000
2009,3,M xico,Hombres,686731,3908925,17.568282840000000000000
2009,3,M xico,Mujeres,346604,2254336,15.37499290000000000000
2009,3,Michoac n,Hombres,134479,1072623,12.537396640000000000000
2009,3,Michoac n,Mujeres,72575,688632,10.539010680000000000000
2009,3,Morelos,Hombres,53263,441035,12.07681930000000000000
2009,3,Morelos,Mujeres,31991,305760,10.462781270000000000000
2009,3,Nayarit,Hombres,24022,287822,8.3461305950000000000000
2009,3,Nayarit,Mujeres,16924,184599,9.1679803250000000000000
2009,3,Nuevo Le n,Hombres,287189,1266120,22.682605120000000000000
2009,3,Nuevo Le n,Mujeres,114626,740170,15.48644230000000000000
2009,3,Oaxaca,Hombres,57161,953711,5.9935347290000000000000
2009,3,Oaxaca,Mujeres,134557,647720,20.773945530000000000000
2009,3,Puebla,Hombres,236135,1396914,16.904047060000000000000
2009,3,Puebla,Mujeres,190580,911429,20.910021520000000000000
2009,3,Quer taro,Hombres,91709,420043,21.833240880000000000000
2009,3,Quer taro,Mujeres,46874,262845,17.833323820000000000000
2009,3,Quintana Roo,Hombres,24327,377535,6.4436409870000000000000
2009,3,Quintana Roo,Mujeres,13685,231878,5.9018104350000000000000
2009,3,San Luis Potos ,Hombres,92560,631805,14.650089820000000000000
2009,3,San Luis Potos ,Mujeres,53913,353534,15.249735530000000000000
2009,3,Sinaloa,Hombres,81508,719899,11.32214380000000000000
2009,3,Sinaloa,Mujeres,54770,437388,12.522062790000000000000
2009,3,Sonora,Hombres,97076,624340,15.54857930000000000000
2009,3,Sonora,Mujeres,84426,405430,20.823816690000000000000
2009,3,Tabasco,Hombres,34901,560154,6.2306080110000000000000
2009,3,Tabasco,Mujeres,26393,296422,8.9038600370000000000000
2009,3,Tamaulipas,Hombres,125081,818340,15.284722730000000000000
2009,3,Tamaulipas,Mujeres,74652,513308,14.543315120000000000000
2009,3,Tlaxcala,Hombres,58486,278286,21.01650820000000000000
2009,3,Tlaxcala,Mujeres,45558,176241,25.849830630000000000000
2009,3,Veracruz,Hombres,189154,1928111,9.810327310000000000000
2009,3,Veracruz,Mujeres,113875,1054574,10.798199080000000000000
2009,3,Yucat n,Hombres,80338,553190,14.522677560000000000000
2009,3,Yucat n,Mujeres,78194,341577,22.892056550000000000000
2009,3,Zacatecas,Hombres,34266,363762,9.4198954260000000000000
2009,3,Zacatecas,Mujeres,19185,207452,9.2479224110000000000000
2009,4,Nacional,Hombres,4308540,28749691,14.986387160000000000000
2009,4,Nacional,Mujeres,2638406,17594013,14.996044390000000000000
2009,4,Aguascalientes,Hombres,58348,278946,20.917310160000000000000
2009,4,Aguascalientes,Mujeres,30851,175283,17.600680040000000000000
2009,4,Baja California,Hombres,143964,830093,17.343116980000000000000
2009,4,Baja California,Mujeres,99344,498263,19.938064840000000000000
2009,4,Baja California Sur,Hombres,9143,175515,5.2092413750000000000000
2009,4,Baja California Sur,Mujeres,6758,99889,6.7655097160000000000000
2009,4,Campeche,Hombres,14983,232420,6.4465192320000000000000
2009,4,Campeche,Mujeres,17957,128691,13.953578730000000000000
2009,4,Coahuila,Hombres,162250,708741,22.892706930000000000000
2009,4,Coahuila,Mujeres,67154,408713,16.430600450000000000000
2009,4,Colima,Hombres,16619,181238,9.1697105460000000000000
2009,4,Colima,Mujeres,10129,116618,8.6856231460000000000000
2009,4,Chiapas,Hombres,83357,1256341,6.6349024670000000000000
2009,4,Chiapas,Mujeres,53909,559598,9.6335226360000000000000
2009,4,Chihuahua,Hombres,169307,902848,18.752547490000000000000
2009,4,Chihuahua,Mujeres,104260,471635,22.106077790000000000000
2009,4,Ciudad de M xico,Hombres,309480,2262086,13.681177460000000000000
2009,4,Ciudad de M xico,Mujeres,178493,1702524,10.484022550000000000000
2009,4,Durango,Hombres,55694,393411,14.156696180000000000000
2009,4,Durango,Mujeres,22973,199263,11.528984310000000000000
2009,4,Guanajuato,Hombres,329041,1278558,25.735320570000000000000
2009,4,Guanajuato,Mujeres,185967,852981,21.802009660000000000000
2009,4,Guerrero,Hombres,52431,837991,6.2567497740000000000000
2009,4,Guerrero,Mujeres,76873,561347,13.694381550000000000000
2009,4,Hidalgo,Hombres,83027,648379,12.805319110000000000000
2009,4,Hidalgo,Mujeres,66759,361538,18.465278890000000000000
2009,4,Jalisco,Hombres,369820,1931069,19.151050530000000000000
2009,4,Jalisco,Mujeres,202269,1267257,15.961166520000000000000
2009,4,M xico,Hombres,700107,3866583,18.106607310000000000000
2009,4,M xico,Mujeres,377537,2341109,16.126417010000000000000
2009,4,Michoac n,Hombres,146233,1100047,13.29334110000000000000
2009,4,Michoac n,Mujeres,75196,662304,11.35369860000000000000
2009,4,Morelos,Hombres,50935,447935,11.371069460000000000000
2009,4,Morelos,Mujeres,31176,308236,10.114327980000000000000
2009,4,Nayarit,Hombres,24632,298245,8.258981710000000000000
2009,4,Nayarit,Mujeres,15399,188186,8.1828616370000000000000
2009,4,Nuevo Le n,Hombres,291904,1302338,22.413843410000000000000
2009,4,Nuevo Le n,Mujeres,107226,757713,14.151268360000000000000
2009,4,Oaxaca,Hombres,73787,957304,7.7077918820000000000000
2009,4,Oaxaca,Mujeres,129747,628002,20.660284520000000000000
2009,4,Puebla,Hombres,232481,1402998,16.57030160000000000000
2009,4,Puebla,Mujeres,174942,933579,18.738853380000000000000
2009,4,Quer taro,Hombres,86996,428451,20.304772310000000000000
2009,4,Quer taro,Mujeres,50103,253439,19.769254140000000000000
2009,4,Quintana Roo,Hombres,20627,377889,5.4584811940000000000000
2009,4,Quintana Roo,Mujeres,15236,239423,6.3636325670000000000000
2009,4,San Luis Potos ,Hombres,100122,648764,15.432730550000000000000
2009,4,San Luis Potos ,Mujeres,59993,364003,16.481457570000000000000
2009,4,Sinaloa,Hombres,71639,755073,9.4876919190000000000000
2009,4,Sinaloa,Mujeres,52691,471647,11.171702570000000000000
2009,4,Sonora,Hombres,107742,668996,16.105029030000000000000
2009,4,Sonora,Mujeres,97131,425679,22.817897990000000000000
2009,4,Tabasco,Hombres,35309,556414,6.3458144480000000000000
2009,4,Tabasco,Mujeres,15441,288847,5.345736670000000000000
2009,4,Tamaulipas,Hombres,142280,841685,16.904186250000000000000
2009,4,Tamaulipas,Mujeres,79191,512755,15.4442180000000000000
2009,4,Tlaxcala,Hombres,56401,283949,19.8630740000000000000
2009,4,Tlaxcala,Mujeres,46312,177739,26.056183510000000000000
2009,4,Veracruz,Hombres,190645,1970359,9.675647940000000000000
2009,4,Veracruz,Mujeres,92274,1072818,8.6010861120000000000000
2009,4,Yucat n,Hombres,86097,551470,15.612272650000000000000
2009,4,Yucat n,Mujeres,76459,358107,21.350881160000000000000
2009,4,Zacatecas,Hombres,33139,373555,8.8712505520000000000000
2009,4,Zacatecas,Mujeres,18656,206827,9.0200989230000000000000
2010,1,Nacional,Hombres,4477317,28421331,15.753368480000000000000
2010,1,Nacional,Mujeres,2580136,17103008,15.085860920000000000000
2010,1,Aguascalientes,Hombres,58931,274223,21.490174060000000000000
2010,1,Aguascalientes,Mujeres,30999,173151,17.90287090000000000000
2010,1,Baja California,Hombres,141575,820298,17.258971740000000000000
2010,1,Baja California,Mujeres,101521,494120,20.545818830000000000000
2010,1,Baja California Sur,Hombres,12411,176282,7.0404238660000000000000
2010,1,Baja California Sur,Mujeres,6270,104331,6.0097190670000000000000
2010,1,Campeche,Hombres,15956,230643,6.918050840000000000000
2010,1,Campeche,Mujeres,16875,123482,13.665959410000000000000
2010,1,Coahuila,Hombres,175396,683977,25.643552340000000000000
2010,1,Coahuila,Mujeres,66704,398505,16.738560370000000000000
2010,1,Colima,Hombres,16229,178836,9.0747947840000000000000
2010,1,Colima,Mujeres,10060,120472,8.350488080000000000000
2010,1,Chiapas,Hombres,96369,1272857,7.5710782910000000000000
2010,1,Chiapas,Mujeres,64489,543494,11.865632370000000000000
2010,1,Chihuahua,Hombres,167149,876892,19.061526390000000000000
2010,1,Chihuahua,Mujeres,101543,440977,23.026824530000000000000
2010,1,Ciudad de M xico,Hombres,315871,2263346,13.955930730000000000000
2010,1,Ciudad de M xico,Mujeres,164724,1696908,9.707302930000000000000
2010,1,Durango,Hombres,60093,390981,15.369800580000000000000
2010,1,Durango,Mujeres,24916,204883,12.161087060000000000000
2010,1,Guanajuato,Hombres,323931,1256335,25.783807660000000000000
2010,1,Guanajuato,Mujeres,183168,825632,22.185186620000000000000
2010,1,Guerrero,Hombres,65689,769397,8.5377249980000000000000
2010,1,Guerrero,Mujeres,91157,536611,16.987538460000000000000
2010,1,Hidalgo,Hombres,80183,645611,12.419707840000000000000
2010,1,Hidalgo,Mujeres,56862,355541,15.993092220000000000000
2010,1,Jalisco,Hombres,378331,1901163,19.899977010000000000000
2010,1,Jalisco,Mujeres,208049,1224705,16.987682750000000000000
2010,1,M xico,Hombres,718957,3836677,18.739054660000000000000
2010,1,M xico,Mujeres,341799,2234433,15.296900820000000000000
2010,1,Michoac n,Hombres,149286,1073173,13.910711510000000000000
2010,1,Michoac n,Mujeres,68674,624339,10.999473040000000000000
2010,1,Morelos,Hombres,55498,455816,12.175526970000000000000
2010,1,Morelos,Mujeres,35717,303017,11.787127450000000000000
2010,1,Nayarit,Hombres,23176,299043,7.7500560120000000000000
2010,1,Nayarit,Mujeres,16607,183794,9.0356594880000000000000
2010,1,Nuevo Le n,Hombres,304810,1292187,23.588691110000000000000
2010,1,Nuevo Le n,Mujeres,112769,750788,15.020085560000000000000
2010,1,Oaxaca,Hombres,85979,933037,9.2149614650000000000000
2010,1,Oaxaca,Mujeres,134597,605544,22.227451680000000000000
2010,1,Puebla,Hombres,241462,1386035,17.42106080000000000000
2010,1,Puebla,Mujeres,157526,879210,17.916766190000000000000
2010,1,Quer taro,Hombres,99495,436550,22.791203760000000000000
2010,1,Quer taro,Mujeres,47225,247468,19.083275410000000000000
2010,1,Quintana Roo,Hombres,21334,387318,5.5081354340000000000000
2010,1,Quintana Roo,Mujeres,15021,243099,6.1789641260000000000000
2010,1,San Luis Potos ,Hombres,96580,649621,14.867130220000000000000
2010,1,San Luis Potos ,Mujeres,50548,344673,14.665494540000000000000
2010,1,Sinaloa,Hombres,67420,758590,8.887541360000000000000
2010,1,Sinaloa,Mujeres,49907,467365,10.678377710000000000000
